new_index,Year,County,BU / ACRE,county_small
1988-Lac Qui Parle County,1988,LAC QUI PARLE,38.0,Lac Qui Parle County
1988-Lake Of The Woods County,1988,LAKE OF THE WOODS,59.0,Lake Of The Woods County
1988-Le Sueur County,1988,LE SUEUR,70.0,Le Sueur County
1988-Lincoln County,1988,LINCOLN,51.0,Lincoln County
1988-Lyon County,1988,LYON,56.0,Lyon County
1988-Mahnomen County,1988,MAHNOMEN,73.0,Mahnomen County
1988-Marshall County,1988,MARSHALL,40.0,Marshall County
1988-Martin County,1988,MARTIN,106.0,Martin County
1988-Mcleod County,1988,MCLEOD,74.0,Mcleod County
1988-Meeker County,1988,MEEKER,56.0,Meeker County
1988-Mille Lacs County,1988,MILLE LACS,45.0,Mille Lacs County
1988-Morrison County,1988,MORRISON,52.0,Morrison County
1988-Murray County,1988,MURRAY,81.0,Murray County
1988-Nicollet County,1988,NICOLLET,64.0,Nicollet County
1988-Nobles County,1988,NOBLES,90.0,Nobles County
1988-Norman County,1988,NORMAN,72.0,Norman County
1988-Otter Tail County,1988,OTTER TAIL,56.0,Otter Tail County
1988-Pennington County,1988,PENNINGTON,51.0,Pennington County
1988-Pine County,1988,PINE,42.0,Pine County
1988-Pipestone County,1988,PIPESTONE,53.0,Pipestone County
1988-Polk County,1988,POLK,69.0,Polk County
1988-Pope County,1988,POPE,63.0,Pope County
1988-Ramsey County,1988,RAMSEY,77.0,Ramsey County
1988-Red Lake County,1988,RED LAKE,56.0,Red Lake County
1988-Redwood County,1988,REDWOOD,65.0,Redwood County
1988-Renville County,1988,RENVILLE,60.0,Renville County
1988-Rice County,1988,RICE,74.0,Rice County
1988-Rock County,1988,ROCK,81.0,Rock County
1988-Roseau County,1988,ROSEAU,62.0,Roseau County
1988-Scott County,1988,SCOTT,73.0,Scott County
1988-Sherburne County,1988,SHERBURNE,80.0,Sherburne County
1988-Sibley County,1988,SIBLEY,70.0,Sibley County
1988-St. Louis County,1988,ST. LOUIS,50.0,St. Louis County
1988-Stearns County,1988,STEARNS,66.0,Stearns County
1988-Steele County,1988,STEELE,86.0,Steele County
1988-Stevens County,1988,STEVENS,59.0,Stevens County
1988-Swift County,1988,SWIFT,72.0,Swift County
1988-Todd County,1988,TODD,75.0,Todd County
1988-Traverse County,1988,TRAVERSE,36.0,Traverse County
1988-Wadena County,1988,WADENA,57.0,Wadena County
1988-Waseca County,1988,WASECA,95.0,Waseca County
1988-Washington County,1988,WASHINGTON,30.0,Washington County
1988-Watonwan County,1988,WATONWAN,91.0,Watonwan County
1988-Wilkin County,1988,WILKIN,67.0,Wilkin County
1988-Wright County,1988,WRIGHT,47.0,Wright County
1988-Yellow Medicine County,1988,YELLOW MEDICINE,50.0,Yellow Medicine County
1989-Aitkin County,1989,AITKIN,75.0,Aitkin County
1989-Anoka County,1989,ANOKA,89.0,Anoka County
1989-Becker County,1989,BECKER,78.0,Becker County
1989-Beltrami County,1989,BELTRAMI,88.0,Beltrami County
1989-Benton County,1989,BENTON,99.0,Benton County
1989-Big Stone County,1989,BIG STONE,116.0,Big Stone County
1989-Blue Earth County,1989,BLUE EARTH,138.0,Blue Earth County
1989-Brown County,1989,BROWN,140.0,Brown County
1989-Carver County,1989,CARVER,145.0,Carver County
1989-Cass County,1989,CASS,85.0,Cass County
1989-Chippewa County,1989,CHIPPEWA,109.0,Chippewa County
1989-Chisago County,1989,CHISAGO,95.0,Chisago County
1989-Clay County,1989,CLAY,58.0,Clay County
1989-Clearwater County,1989,CLEARWATER,85.0,Clearwater County
1989-Cottonwood County,1989,COTTONWOOD,134.0,Cottonwood County
1989-Crow Wing County,1989,CROW WING,48.0,Crow Wing County
1989-Douglas County,1989,DOUGLAS,67.0,Douglas County
1989-Faribault County,1989,FARIBAULT,148.0,Faribault County
1989-Freeborn County,1989,FREEBORN,147.0,Freeborn County
1989-Grant County,1989,GRANT,101.0,Grant County
1989-Hennepin County,1989,HENNEPIN,115.0,Hennepin County
1989-Hubbard County,1989,HUBBARD,108.0,Hubbard County
1989-Isanti County,1989,ISANTI,93.0,Isanti County
1989-Jackson County,1989,JACKSON,139.0,Jackson County
1989-Kanabec County,1989,KANABEC,65.0,Kanabec County
1989-Kandiyohi County,1989,KANDIYOHI,108.0,Kandiyohi County
1989-Kittson County,1989,KITTSON,75.0,Kittson County
1989-Lac Qui Parle County,1989,LAC QUI PARLE,118.0,Lac Qui Parle County
1989-Le Sueur County,1989,LE SUEUR,142.0,Le Sueur County
1989-Lincoln County,1989,LINCOLN,113.0,Lincoln County
1989-Lyon County,1989,LYON,114.0,Lyon County
1989-Mahnomen County,1989,MAHNOMEN,64.0,Mahnomen County
1989-Marshall County,1989,MARSHALL,54.0,Marshall County
1989-Martin County,1989,MARTIN,147.0,Martin County
1989-Mcleod County,1989,MCLEOD,134.0,Mcleod County
1989-Meeker County,1989,MEEKER,101.0,Meeker County
1989-Mille Lacs County,1989,MILLE LACS,78.0,Mille Lacs County
1989-Morrison County,1989,MORRISON,64.0,Morrison County
1989-Murray County,1989,MURRAY,120.0,Murray County
1989-Nicollet County,1989,NICOLLET,149.0,Nicollet County
1989-Nobles County,1989,NOBLES,135.0,Nobles County
1989-Norman County,1989,NORMAN,63.0,Norman County
1989-Other (Combined) Counties County,1989,OTHER (COMBINED) COUNTIES,63.7,Other (Combined) Counties County
1989-Other (Combined) Counties County,1989,OTHER (COMBINED) COUNTIES,85.0,Other (Combined) Counties County
1989-Other (Combined) Counties County,1989,OTHER (COMBINED) COUNTIES,,Other (Combined) Counties County
1989-Otter Tail County,1989,OTTER TAIL,87.0,Otter Tail County
1989-Pennington County,1989,PENNINGTON,67.0,Pennington County
1989-Pine County,1989,PINE,70.0,Pine County
1989-Pipestone County,1989,PIPESTONE,108.0,Pipestone County
1989-Polk County,1989,POLK,55.0,Polk County
1989-Pope County,1989,POPE,104.0,Pope County
1989-Red Lake County,1989,RED LAKE,66.0,Red Lake County
1989-Redwood County,1989,REDWOOD,133.0,Redwood County
1989-Renville County,1989,RENVILLE,136.0,Renville County
1989-Rice County,1989,RICE,142.0,Rice County
1989-Rock County,1989,ROCK,129.0,Rock County
1989-Roseau County,1989,ROSEAU,54.0,Roseau County
1989-Scott County,1989,SCOTT,140.0,Scott County
1989-Sherburne County,1989,SHERBURNE,115.0,Sherburne County
1989-Sibley County,1989,SIBLEY,140.0,Sibley County
1989-Stearns County,1989,STEARNS,78.0,Stearns County
1989-Steele County,1989,STEELE,136.0,Steele County
1989-Stevens County,1989,STEVENS,126.0,Stevens County
1989-Swift County,1989,SWIFT,120.0,Swift County
1989-Todd County,1989,TODD,80.0,Todd County
1989-Traverse County,1989,TRAVERSE,109.0,Traverse County
1989-Wadena County,1989,WADENA,71.0,Wadena County
1989-Waseca County,1989,WASECA,134.0,Waseca County
1989-Washington County,1989,WASHINGTON,125.0,Washington County
1989-Watonwan County,1989,WATONWAN,138.0,Watonwan County
1989-Wilkin County,1989,WILKIN,85.0,Wilkin County
1989-Wright County,1989,WRIGHT,107.0,Wright County
1989-Yellow Medicine County,1989,YELLOW MEDICINE,114.0,Yellow Medicine County
1990-Aitkin County,1990,AITKIN,73.0,Aitkin County
1990-Anoka County,1990,ANOKA,95.0,Anoka County
1990-Becker County,1990,BECKER,72.0,Becker County
1990-Beltrami County,1990,BELTRAMI,70.0,Beltrami County
1990-Benton County,1990,BENTON,115.0,Benton County
1990-Big Stone County,1990,BIG STONE,101.0,Big Stone County
1990-Blue Earth County,1990,BLUE EARTH,137.0,Blue Earth County
1990-Brown County,1990,BROWN,132.0,Brown County
1990-Carver County,1990,CARVER,127.0,Carver County
1990-Cass County,1990,CASS,65.0,Cass County
1990-Chippewa County,1990,CHIPPEWA,122.0,Chippewa County
1990-Chisago County,1990,CHISAGO,102.0,Chisago County
1990-Clay County,1990,CLAY,82.0,Clay County
1990-Clearwater County,1990,CLEARWATER,78.0,Clearwater County
1990-Cottonwood County,1990,COTTONWOOD,124.0,Cottonwood County
1990-Crow Wing County,1990,CROW WING,81.0,Crow Wing County
1990-Douglas County,1990,DOUGLAS,92.0,Douglas County
1990-Faribault County,1990,FARIBAULT,141.0,Faribault County
1990-Freeborn County,1990,FREEBORN,140.0,Freeborn County
1990-Grant County,1990,GRANT,93.0,Grant County
1990-Hennepin County,1990,HENNEPIN,117.0,Hennepin County
1990-Hubbard County,1990,HUBBARD,112.0,Hubbard County
1990-Isanti County,1990,ISANTI,104.0,Isanti County
1990-Jackson County,1990,JACKSON,133.0,Jackson County
1990-Kanabec County,1990,KANABEC,102.0,Kanabec County
1990-Kandiyohi County,1990,KANDIYOHI,123.0,Kandiyohi County
1990-Kittson County,1990,KITTSON,58.0,Kittson County
1990-Lac Qui Parle County,1990,LAC QUI PARLE,114.0,Lac Qui Parle County
1990-Le Sueur County,1990,LE SUEUR,137.0,Le Sueur County
1990-Lincoln County,1990,LINCOLN,110.0,Lincoln County
1990-Lyon County,1990,LYON,114.0,Lyon County
1990-Mahnomen County,1990,MAHNOMEN,66.0,Mahnomen County
1990-Marshall County,1990,MARSHALL,51.0,Marshall County
1990-Martin County,1990,MARTIN,138.0,Martin County
1990-Mcleod County,1990,MCLEOD,124.0,Mcleod County
1990-Meeker County,1990,MEEKER,118.0,Meeker County
1990-Mille Lacs County,1990,MILLE LACS,95.0,Mille Lacs County
1990-Morrison County,1990,MORRISON,98.0,Morrison County
1990-Murray County,1990,MURRAY,114.0,Murray County
1990-Nicollet County,1990,NICOLLET,139.0,Nicollet County
1990-Nobles County,1990,NOBLES,123.0,Nobles County
1990-Norman County,1990,NORMAN,70.0,Norman County
1990-Other (Combined) Counties County,1990,OTHER (COMBINED) COUNTIES,129.0,Other (Combined) Counties County
1990-Other (Combined) Counties County,1990,OTHER (COMBINED) COUNTIES,94.0,Other (Combined) Counties County
1990-Other (Combined) Counties County,1990,OTHER (COMBINED) COUNTIES,73.8,Other (Combined) Counties County
1990-Otter Tail County,1990,OTTER TAIL,88.0,Otter Tail County
1990-Pennington County,1990,PENNINGTON,69.0,Pennington County
1990-Pine County,1990,PINE,92.0,Pine County
1990-Pipestone County,1990,PIPESTONE,110.0,Pipestone County
1990-Polk County,1990,POLK,69.0,Polk County
1990-Pope County,1990,POPE,112.0,Pope County
1990-Red Lake County,1990,RED LAKE,71.0,Red Lake County
1990-Redwood County,1990,REDWOOD,128.0,Redwood County
1990-Renville County,1990,RENVILLE,133.0,Renville County
1990-Rice County,1990,RICE,138.0,Rice County
1990-Rock County,1990,ROCK,118.0,Rock County
1990-Roseau County,1990,ROSEAU,89.0,Roseau County
1990-Scott County,1990,SCOTT,133.0,Scott County
1990-Sherburne County,1990,SHERBURNE,112.0,Sherburne County
1990-Sibley County,1990,SIBLEY,130.0,Sibley County
1990-Stearns County,1990,STEARNS,114.0,Stearns County
1990-Steele County,1990,STEELE,136.0,Steele County
1990-Stevens County,1990,STEVENS,114.0,Stevens County
1990-Swift County,1990,SWIFT,116.0,Swift County
1990-Todd County,1990,TODD,94.0,Todd County
1990-Traverse County,1990,TRAVERSE,111.0,Traverse County
1990-Wadena County,1990,WADENA,75.0,Wadena County
1990-Waseca County,1990,WASECA,135.0,Waseca County
1990-Washington County,1990,WASHINGTON,124.0,Washington County
1990-Watonwan County,1990,WATONWAN,134.0,Watonwan County
1990-Wilkin County,1990,WILKIN,78.0,Wilkin County
1990-Wright County,1990,WRIGHT,122.0,Wright County
1990-Yellow Medicine County,1990,YELLOW MEDICINE,119.0,Yellow Medicine County
1991-Aitkin County,1991,AITKIN,80.0,Aitkin County
1991-Anoka County,1991,ANOKA,110.0,Anoka County
1991-Becker County,1991,BECKER,95.0,Becker County
1991-Beltrami County,1991,BELTRAMI,86.0,Beltrami County
1991-Benton County,1991,BENTON,90.0,Benton County
1991-Big Stone County,1991,BIG STONE,110.0,Big Stone County
1991-Blue Earth County,1991,BLUE EARTH,120.0,Blue Earth County
1991-Brown County,1991,BROWN,125.0,Brown County
1991-Carlton County,1991,CARLTON,85.0,Carlton County
1991-Carver County,1991,CARVER,119.0,Carver County
1991-Cass County,1991,CASS,85.0,Cass County
1991-Chippewa County,1991,CHIPPEWA,115.0,Chippewa County
1991-Chisago County,1991,CHISAGO,93.0,Chisago County
1991-Clay County,1991,CLAY,104.0,Clay County
1991-Clearwater County,1991,CLEARWATER,95.0,Clearwater County
1991-Cottonwood County,1991,COTTONWOOD,120.0,Cottonwood County
1991-Crow Wing County,1991,CROW WING,81.0,Crow Wing County
1991-Douglas County,1991,DOUGLAS,110.0,Douglas County
1991-Faribault County,1991,FARIBAULT,129.0,Faribault County
1991-Freeborn County,1991,FREEBORN,128.0,Freeborn County
1991-Grant County,1991,GRANT,113.0,Grant County
1991-Hennepin County,1991,HENNEPIN,106.0,Hennepin County
1991-Hubbard County,1991,HUBBARD,90.0,Hubbard County
1991-Isanti County,1991,ISANTI,96.0,Isanti County
1991-Jackson County,1991,JACKSON,120.0,Jackson County
1991-Kanabec County,1991,KANABEC,96.0,Kanabec County
1991-Kandiyohi County,1991,KANDIYOHI,120.0,Kandiyohi County
1991-Kittson County,1991,KITTSON,85.0,Kittson County
1991-Koochiching County,1991,KOOCHICHING,86.0,Koochiching County
1991-Lac Qui Parle County,1991,LAC QUI PARLE,115.0,Lac Qui Parle County
1991-Le Sueur County,1991,LE SUEUR,120.0,Le Sueur County
1991-Lincoln County,1991,LINCOLN,120.0,Lincoln County
1991-Lyon County,1991,LYON,122.0,Lyon County
1991-Mahnomen County,1991,MAHNOMEN,96.0,Mahnomen County
1991-Marshall County,1991,MARSHALL,95.0,Marshall County
1991-Martin County,1991,MARTIN,120.0,Martin County
1991-Mcleod County,1991,MCLEOD,124.0,Mcleod County
1991-Meeker County,1991,MEEKER,124.0,Meeker County
1991-Mille Lacs County,1991,MILLE LACS,96.0,Mille Lacs County
1991-Morrison County,1991,MORRISON,92.0,Morrison County
1991-Murray County,1991,MURRAY,121.0,Murray County
1991-Nicollet County,1991,NICOLLET,130.0,Nicollet County
1991-Nobles County,1991,NOBLES,120.0,Nobles County
1991-Norman County,1991,NORMAN,100.0,Norman County
1991-Other (Combined) Counties County,1991,OTHER (COMBINED) COUNTIES,87.5,Other (Combined) Counties County
1991-Other (Combined) Counties County,1991,OTHER (COMBINED) COUNTIES,85.0,Other (Combined) Counties County
1991-Otter Tail County,1991,OTTER TAIL,105.0,Otter Tail County
1991-Pennington County,1991,PENNINGTON,94.0,Pennington County
1991-Pine County,1991,PINE,90.0,Pine County
1991-Pipestone County,1991,PIPESTONE,115.0,Pipestone County
1991-Polk County,1991,POLK,94.0,Polk County
1991-Pope County,1991,POPE,112.0,Pope County
1991-Red Lake County,1991,RED LAKE,95.0,Red Lake County
1991-Redwood County,1991,REDWOOD,125.0,Redwood County
1991-Renville County,1991,RENVILLE,131.0,Renville County
1991-Rice County,1991,RICE,125.0,Rice County
1991-Rock County,1991,ROCK,106.0,Rock County
1991-Roseau County,1991,ROSEAU,91.0,Roseau County
1991-Scott County,1991,SCOTT,125.0,Scott County
1991-Sherburne County,1991,SHERBURNE,124.0,Sherburne County
1991-Sibley County,1991,SIBLEY,127.0,Sibley County
1991-Stearns County,1991,STEARNS,120.0,Stearns County
1991-Steele County,1991,STEELE,130.0,Steele County
1991-Stevens County,1991,STEVENS,115.0,Stevens County
1991-Swift County,1991,SWIFT,120.0,Swift County
1991-Todd County,1991,TODD,86.0,Todd County
1991-Traverse County,1991,TRAVERSE,105.0,Traverse County
1991-Wadena County,1991,WADENA,85.0,Wadena County
1991-Waseca County,1991,WASECA,122.0,Waseca County
1991-Washington County,1991,WASHINGTON,120.0,Washington County
1991-Watonwan County,1991,WATONWAN,120.0,Watonwan County
1991-Wilkin County,1991,WILKIN,104.0,Wilkin County
1991-Wright County,1991,WRIGHT,118.0,Wright County
1991-Yellow Medicine County,1991,YELLOW MEDICINE,120.0,Yellow Medicine County
1992-Aitkin County,1992,AITKIN,60.0,Aitkin County
1992-Anoka County,1992,ANOKA,79.0,Anoka County
1992-Becker County,1992,BECKER,47.0,Becker County
1992-Beltrami County,1992,BELTRAMI,34.0,Beltrami County
1992-Benton County,1992,BENTON,74.0,Benton County
1992-Big Stone County,1992,BIG STONE,102.0,Big Stone County
1992-Blue Earth County,1992,BLUE EARTH,142.0,Blue Earth County
1992-Brown County,1992,BROWN,139.0,Brown County
1992-Carlton County,1992,CARLTON,41.0,Carlton County
1992-Carver County,1992,CARVER,120.0,Carver County
1992-Cass County,1992,CASS,45.0,Cass County
1992-Chippewa County,1992,CHIPPEWA,109.0,Chippewa County
1992-Chisago County,1992,CHISAGO,87.0,Chisago County
1992-Clay County,1992,CLAY,62.0,Clay County
1992-Clearwater County,1992,CLEARWATER,46.0,Clearwater County
1992-Cottonwood County,1992,COTTONWOOD,129.0,Cottonwood County
1992-Crow Wing County,1992,CROW WING,51.0,Crow Wing County
1992-Douglas County,1992,DOUGLAS,83.0,Douglas County
1992-Faribault County,1992,FARIBAULT,143.0,Faribault County
1992-Freeborn County,1992,FREEBORN,136.0,Freeborn County
1992-Grant County,1992,GRANT,87.0,Grant County
1992-Hennepin County,1992,HENNEPIN,105.0,Hennepin County
1992-Hubbard County,1992,HUBBARD,55.0,Hubbard County
1992-Isanti County,1992,ISANTI,79.0,Isanti County
1992-Jackson County,1992,JACKSON,117.0,Jackson County
1992-Kanabec County,1992,KANABEC,92.0,Kanabec County
1992-Kandiyohi County,1992,KANDIYOHI,103.0,Kandiyohi County
1992-Kittson County,1992,KITTSON,35.0,Kittson County
1992-Koochiching County,1992,KOOCHICHING,50.0,Koochiching County
1992-Lac Qui Parle County,1992,LAC QUI PARLE,107.0,Lac Qui Parle County
1992-Le Sueur County,1992,LE SUEUR,125.0,Le Sueur County
1992-Lincoln County,1992,LINCOLN,105.0,Lincoln County
1992-Lyon County,1992,LYON,121.0,Lyon County
1992-Mahnomen County,1992,MAHNOMEN,40.0,Mahnomen County
1992-Marshall County,1992,MARSHALL,51.0,Marshall County
1992-Martin County,1992,MARTIN,144.0,Martin County
1992-Mcleod County,1992,MCLEOD,126.0,Mcleod County
1992-Meeker County,1992,MEEKER,110.0,Meeker County
1992-Mille Lacs County,1992,MILLE LACS,88.0,Mille Lacs County
1992-Morrison County,1992,MORRISON,64.0,Morrison County
1992-Murray County,1992,MURRAY,113.0,Murray County
1992-Nicollet County,1992,NICOLLET,139.0,Nicollet County
1992-Nobles County,1992,NOBLES,114.0,Nobles County
1992-Norman County,1992,NORMAN,45.0,Norman County
1992-Other (Combined) Counties County,1992,OTHER (COMBINED) COUNTIES,40.0,Other (Combined) Counties County
1992-Otter Tail County,1992,OTTER TAIL,78.0,Otter Tail County
1992-Pennington County,1992,PENNINGTON,37.0,Pennington County
1992-Pine County,1992,PINE,76.0,Pine County
1992-Pipestone County,1992,PIPESTONE,104.0,Pipestone County
1992-Polk County,1992,POLK,39.0,Polk County
1992-Pope County,1992,POPE,103.0,Pope County
1992-Red Lake County,1992,RED LAKE,34.0,Red Lake County
1992-Redwood County,1992,REDWOOD,131.0,Redwood County
1992-Renville County,1992,RENVILLE,125.0,Renville County
1992-Rice County,1992,RICE,131.0,Rice County
1992-Rock County,1992,ROCK,115.0,Rock County
1992-Roseau County,1992,ROSEAU,33.0,Roseau County
1992-Scott County,1992,SCOTT,120.0,Scott County
1992-Sherburne County,1992,SHERBURNE,91.0,Sherburne County
1992-Sibley County,1992,SIBLEY,126.0,Sibley County
1992-Stearns County,1992,STEARNS,105.0,Stearns County
1992-Steele County,1992,STEELE,116.0,Steele County
1992-Stevens County,1992,STEVENS,105.0,Stevens County
1992-Swift County,1992,SWIFT,103.0,Swift County
1992-Todd County,1992,TODD,58.0,Todd County
1992-Traverse County,1992,TRAVERSE,102.0,Traverse County
1992-Wadena County,1992,WADENA,52.0,Wadena County
1992-Waseca County,1992,WASECA,133.0,Waseca County
1992-Washington County,1992,WASHINGTON,91.0,Washington County
1992-Watonwan County,1992,WATONWAN,146.0,Watonwan County
1992-Wilkin County,1992,WILKIN,74.0,Wilkin County
1992-Wright County,1992,WRIGHT,114.0,Wright County
1992-Yellow Medicine County,1992,YELLOW MEDICINE,111.0,Yellow Medicine County
1993-Anoka County,1993,ANOKA,72.0,Anoka County
1993-Becker County,1993,BECKER,23.0,Becker County
1993-Benton County,1993,BENTON,56.0,Benton County
1993-Big Stone County,1993,BIG STONE,53.0,Big Stone County
1993-Blue Earth County,1993,BLUE EARTH,90.0,Blue Earth County
1993-Brown County,1993,BROWN,78.0,Brown County
1993-Carver County,1993,CARVER,90.0,Carver County
1993-Cass County,1993,CASS,20.0,Cass County
1993-Chippewa County,1993,CHIPPEWA,58.0,Chippewa County
1993-Chisago County,1993,CHISAGO,54.0,Chisago County
1993-Clay County,1993,CLAY,45.0,Clay County
1993-Clearwater County,1993,CLEARWATER,13.0,Clearwater County
1993-Cottonwood County,1993,COTTONWOOD,56.0,Cottonwood County
