index,County,"YIELD, MEASURED IN BU / ACRE"
2003-SIBLEY,SIBLEY,76.0
2003-ST. LOUIS,ST. LOUIS,54.0
2003-STEARNS,STEARNS,69.0
2003-STEELE,STEELE,79.0
2003-SWIFT,SWIFT,78.0
2003-TODD,TODD,56.0
2003-WADENA,WADENA,59.0
2003-WASHINGTON,WASHINGTON,50.0
2003-WRIGHT,WRIGHT,73.0
2003-YELLOW MEDICINE,YELLOW MEDICINE,86.0
2004-AITKIN,AITKIN,37.0
2004-BECKER,BECKER,52.0
2004-BELTRAMI,BELTRAMI,57.0
2004-BENTON,BENTON,66.0
2004-BLUE EARTH,BLUE EARTH,79.0
2004-BROWN,BROWN,94.0
2004-CARVER,CARVER,80.0
2004-CASS,CASS,49.0
2004-CHISAGO,CHISAGO,63.0
2004-CLAY,CLAY,69.0
2004-CLEARWATER,CLEARWATER,59.0
2004-COTTONWOOD,COTTONWOOD,64.0
2004-CROW WING,CROW WING,52.0
2004-DOUGLAS,DOUGLAS,81.0
2004-FREEBORN,FREEBORN,71.0
2004-HENNEPIN,HENNEPIN,65.0
2004-HUBBARD,HUBBARD,45.0
2004-ISANTI,ISANTI,62.0
2004-ITASCA,ITASCA,64.0
2004-JACKSON,JACKSON,81.0
2004-KANABEC,KANABEC,63.0
2004-KANDIYOHI,KANDIYOHI,77.0
2004-KITTSON,KITTSON,62.0
2004-LAC QUI PARLE,LAC QUI PARLE,61.0
2004-LE SUEUR,LE SUEUR,65.0
2004-LINCOLN,LINCOLN,90.0
2004-LYON,LYON,79.0
2004-MAHNOMEN,MAHNOMEN,83.0
2004-MARSHALL,MARSHALL,52.0
2004-MARTIN,MARTIN,87.0
2004-MCLEOD,MCLEOD,69.0
2004-MEEKER,MEEKER,75.0
2004-MILLE LACS,MILLE LACS,71.0
2004-MORRISON,MORRISON,67.0
2004-MURRAY,MURRAY,83.0
2004-NICOLLET,NICOLLET,70.0
2004-NOBLES,NOBLES,90.0
2004-NORMAN,NORMAN,75.0
2004-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,36.0
2004-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,80.2
2004-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,76.9
2004-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,57.0
2004-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,45.8
2004-OTTER TAIL,OTTER TAIL,58.0
2004-PENNINGTON,PENNINGTON,51.0
2004-PINE,PINE,51.0
2004-PIPESTONE,PIPESTONE,70.0
2004-POLK,POLK,68.0
2004-POPE,POPE,69.0
2004-RED LAKE,RED LAKE,75.0
2004-REDWOOD,REDWOOD,80.0
2004-RENVILLE,RENVILLE,74.0
2004-RICE,RICE,69.0
2004-ROCK,ROCK,96.0
2004-ROSEAU,ROSEAU,45.0
2004-SCOTT,SCOTT,79.0
2004-SHERBURNE,SHERBURNE,65.0
2004-SIBLEY,SIBLEY,80.0
2004-STEARNS,STEARNS,85.0
2004-STEELE,STEELE,64.0
2004-SWIFT,SWIFT,85.0
2004-TODD,TODD,73.0
2004-WADENA,WADENA,65.0
2004-WASHINGTON,WASHINGTON,55.0
2004-WRIGHT,WRIGHT,79.0
2004-YELLOW MEDICINE,YELLOW MEDICINE,69.0
2005-AITKIN,AITKIN,48.0
2005-BECKER,BECKER,56.0
2005-BELTRAMI,BELTRAMI,39.0
2005-BENTON,BENTON,56.0
2005-BLUE EARTH,BLUE EARTH,53.0
2005-BROWN,BROWN,78.0
2005-CARVER,CARVER,64.0
2005-CASS,CASS,39.0
2005-CHISAGO,CHISAGO,56.0
2005-CLAY,CLAY,72.0
2005-CLEARWATER,CLEARWATER,58.0
2005-COTTONWOOD,COTTONWOOD,73.0
2005-CROW WING,CROW WING,48.0
2005-DOUGLAS,DOUGLAS,73.0
2005-FREEBORN,FREEBORN,78.0
2005-HENNEPIN,HENNEPIN,53.0
2005-HUBBARD,HUBBARD,39.0
2005-ISANTI,ISANTI,41.0
2005-ITASCA,ITASCA,59.0
2005-JACKSON,JACKSON,68.0
2005-KANABEC,KANABEC,49.0
2005-KANDIYOHI,KANDIYOHI,66.0
2005-KITTSON,KITTSON,31.0
2005-LE SUEUR,LE SUEUR,50.0
2005-LINCOLN,LINCOLN,88.0
2005-LYON,LYON,85.0
2005-MAHNOMEN,MAHNOMEN,77.0
2005-MARSHALL,MARSHALL,39.0
2005-MARTIN,MARTIN,73.0
2005-MCLEOD,MCLEOD,66.0
2005-MEEKER,MEEKER,46.0
2005-MILLE LACS,MILLE LACS,53.0
2005-MORRISON,MORRISON,55.0
2005-MURRAY,MURRAY,78.0
2005-NICOLLET,NICOLLET,72.0
2005-NOBLES,NOBLES,94.0
2005-NORMAN,NORMAN,80.0
2005-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,18.9
2005-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,68.7
2005-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,75.0
2005-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,46.0
2005-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,50.0
2005-OTTER TAIL,OTTER TAIL,62.0
2005-PENNINGTON,PENNINGTON,49.0
2005-PINE,PINE,57.0
2005-PIPESTONE,PIPESTONE,77.0
2005-POLK,POLK,54.0
2005-POPE,POPE,63.0
2005-RED LAKE,RED LAKE,53.0
2005-REDWOOD,REDWOOD,68.0
2005-RENVILLE,RENVILLE,81.0
2005-RICE,RICE,61.0
2005-ROCK,ROCK,87.0
2005-ROSEAU,ROSEAU,27.0
2005-SCOTT,SCOTT,75.0
2005-SHERBURNE,SHERBURNE,49.0
2005-SIBLEY,SIBLEY,61.0
2005-STEARNS,STEARNS,67.0
2005-STEELE,STEELE,63.0
2005-SWIFT,SWIFT,76.0
2005-TODD,TODD,63.0
2005-WADENA,WADENA,63.0
2005-WASHINGTON,WASHINGTON,54.0
2005-WRIGHT,WRIGHT,53.0
2005-YELLOW MEDICINE,YELLOW MEDICINE,67.0
2006-AITKIN,AITKIN,39.0
2006-BECKER,BECKER,46.0
2006-BELTRAMI,BELTRAMI,30.0
2006-BENTON,BENTON,49.0
2006-BLUE EARTH,BLUE EARTH,71.0
2006-BROWN,BROWN,84.0
2006-CARVER,CARVER,69.0
2006-CASS,CASS,43.0
2006-CHISAGO,CHISAGO,55.0
2006-CLAY,CLAY,74.0
2006-CLEARWATER,CLEARWATER,33.0
2006-CROW WING,CROW WING,32.0
2006-DOUGLAS,DOUGLAS,53.0
2006-FREEBORN,FREEBORN,79.0
2006-HUBBARD,HUBBARD,25.0
2006-ISANTI,ISANTI,44.0
2006-ITASCA,ITASCA,46.0
2006-KANABEC,KANABEC,44.0
2006-KANDIYOHI,KANDIYOHI,54.0
2006-KITTSON,KITTSON,38.0
2006-LAC QUI PARLE,LAC QUI PARLE,64.0
2006-LE SUEUR,LE SUEUR,84.0
2006-LINCOLN,LINCOLN,81.0
2006-LYON,LYON,93.0
2006-MAHNOMEN,MAHNOMEN,66.0
2006-MARSHALL,MARSHALL,52.0
2006-MARTIN,MARTIN,72.0
2006-MCLEOD,MCLEOD,69.0
2006-MEEKER,MEEKER,59.0
2006-MILLE LACS,MILLE LACS,51.0
2006-MORRISON,MORRISON,48.0
2006-MURRAY,MURRAY,90.0
2006-NICOLLET,NICOLLET,84.0
2006-NOBLES,NOBLES,80.0
2006-NORMAN,NORMAN,52.0
2006-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,59.8
2006-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,39.7
2006-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,69.8
2006-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,39.6
2006-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,83.5
2006-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,43.0
2006-OTTER TAIL,OTTER TAIL,42.0
2006-PENNINGTON,PENNINGTON,41.0
2006-PINE,PINE,47.0
2006-PIPESTONE,PIPESTONE,80.0
2006-POLK,POLK,46.0
2006-POPE,POPE,50.0
2006-RED LAKE,RED LAKE,67.0
2006-REDWOOD,REDWOOD,83.0
2006-RENVILLE,RENVILLE,85.0
2006-RICE,RICE,70.0
2006-ROCK,ROCK,104.0
2006-ROSEAU,ROSEAU,47.0
2006-SCOTT,SCOTT,64.0
2006-SHERBURNE,SHERBURNE,31.0
2006-SIBLEY,SIBLEY,71.0
2006-STEARNS,STEARNS,56.0
2006-STEELE,STEELE,67.0
2006-SWIFT,SWIFT,73.0
2006-TODD,TODD,44.0
2006-WADENA,WADENA,41.0
2006-WASHINGTON,WASHINGTON,50.0
2006-WRIGHT,WRIGHT,48.0
2006-YELLOW MEDICINE,YELLOW MEDICINE,82.0
2007-AITKIN,AITKIN,48.0
2007-BELTRAMI,BELTRAMI,44.0
2007-BENTON,BENTON,40.0
2007-BROWN,BROWN,83.0
2007-CARLTON,CARLTON,43.0
2007-CARVER,CARVER,75.0
2007-CASS,CASS,38.0
2007-CLAY,CLAY,86.0
2007-CLEARWATER,CLEARWATER,75.0
2007-COTTONWOOD,COTTONWOOD,69.0
2007-CROW WING,CROW WING,33.0
2007-DOUGLAS,DOUGLAS,51.0
2007-FARIBAULT,FARIBAULT,73.0
2007-FREEBORN,FREEBORN,84.0
2007-HUBBARD,HUBBARD,33.0
2007-ISANTI,ISANTI,47.0
2007-ITASCA,ITASCA,51.0
2007-KANABEC,KANABEC,57.0
2007-KITTSON,KITTSON,43.0
2007-KOOCHICHING,KOOCHICHING,52.0
2007-LAKE OF THE WOODS,LAKE OF THE WOODS,55.0
2007-LE SUEUR,LE SUEUR,70.0
2007-MARSHALL,MARSHALL,67.0
2007-MARTIN,MARTIN,77.0
2007-MCLEOD,MCLEOD,73.0
2007-MEEKER,MEEKER,68.0
2007-MILLE LACS,MILLE LACS,45.0
2007-MORRISON,MORRISON,41.0
2007-MURRAY,MURRAY,82.0
2007-NICOLLET,NICOLLET,80.0
2007-NORMAN,NORMAN,63.0
2007-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,45.1
2007-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,78.3
2007-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,58.9
2007-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,76.1
2007-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,52.3
2007-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,64.0
2007-OTTER TAIL,OTTER TAIL,45.0
2007-PENNINGTON,PENNINGTON,47.0
2007-PINE,PINE,51.0
2007-PIPESTONE,PIPESTONE,74.0
2007-POLK,POLK,71.0
2007-RED LAKE,RED LAKE,74.0
2007-REDWOOD,REDWOOD,62.0
2007-ROSEAU,ROSEAU,67.0
2007-SCOTT,SCOTT,57.0
2007-SHERBURNE,SHERBURNE,30.0
2007-SIBLEY,SIBLEY,78.0
2007-ST. LOUIS,ST. LOUIS,41.0
2007-STEELE,STEELE,86.0
2007-SWIFT,SWIFT,68.0
2007-TODD,TODD,48.0
2007-WADENA,WADENA,35.0
2007-WASECA,WASECA,74.0
2007-WASHINGTON,WASHINGTON,47.0
2007-WRIGHT,WRIGHT,44.0
2008-AITKIN,AITKIN,57.4
2008-BECKER,BECKER,51.6
2008-BELTRAMI,BELTRAMI,67.2
2008-BLUE EARTH,BLUE EARTH,62.0
2008-BROWN,BROWN,72.9
2008-CARLTON,CARLTON,61.3
2008-CASS,CASS,78.9
2008-CHISAGO,CHISAGO,55.4
2008-CLEARWATER,CLEARWATER,66.8
2008-CROW WING,CROW WING,53.9
2008-FARIBAULT,FARIBAULT,77.3
2008-FREEBORN,FREEBORN,73.6
2008-HUBBARD,HUBBARD,41.7
2008-ISANTI,ISANTI,45.8
2008-ITASCA,ITASCA,58.0
2008-KANABEC,KANABEC,54.6
2008-KITTSON,KITTSON,73.0
2008-KOOCHICHING,KOOCHICHING,62.2
2008-LAKE OF THE WOODS,LAKE OF THE WOODS,53.1
2008-LE SUEUR,LE SUEUR,57.6
2008-LINCOLN,LINCOLN,88.0
2008-MARSHALL,MARSHALL,73.0
2008-MARTIN,MARTIN,85.5
2008-MEEKER,MEEKER,66.2
2008-MILLE LACS,MILLE LACS,66.6
2008-MORRISON,MORRISON,54.9
2008-MURRAY,MURRAY,93.5
2008-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,57.1
2008-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,74.3
2008-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,67.5
2008-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,89.1
2008-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,80.2
2008-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,58.6
2008-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,67.2
2008-OTTER TAIL,OTTER TAIL,67.0
2008-PENNINGTON,PENNINGTON,68.3
2008-PINE,PINE,51.3
2008-PIPESTONE,PIPESTONE,94.1
2008-POLK,POLK,85.5
2008-RENVILLE,RENVILLE,85.0
2008-ROCK,ROCK,92.0
2008-ROSEAU,ROSEAU,63.5
2008-SCOTT,SCOTT,54.3
2008-SHERBURNE,SHERBURNE,27.0
2008-SIBLEY,SIBLEY,77.0
2008-STEARNS,STEARNS,80.7
2008-TODD,TODD,54.2
2008-WADENA,WADENA,56.5
2008-WASECA,WASECA,64.5
2008-WASHINGTON,WASHINGTON,59.5
2008-WRIGHT,WRIGHT,66.2
2009-AITKIN,AITKIN,46.0
2009-BECKER,BECKER,57.0
2009-BENTON,BENTON,69.0
2009-BROWN,BROWN,96.0
2009-CHISAGO,CHISAGO,48.0
2009-CLEARWATER,CLEARWATER,55.0
2009-COTTONWOOD,COTTONWOOD,100.0
2009-CROW WING,CROW WING,56.0
2009-FARIBAULT,FARIBAULT,84.0
2009-ISANTI,ISANTI,47.0
2009-KANABEC,KANABEC,52.0
2009-KANDIYOHI,KANDIYOHI,61.0
2009-KITTSON,KITTSON,59.0
2009-LAC QUI PARLE,LAC QUI PARLE,99.0
2009-LE SUEUR,LE SUEUR,93.0
2009-LINCOLN,LINCOLN,86.0
2009-MAHNOMEN,MAHNOMEN,78.0
2009-MARSHALL,MARSHALL,68.0
2009-MARTIN,MARTIN,95.0
2009-MCLEOD,MCLEOD,87.0
2009-MEEKER,MEEKER,63.0
2009-MILLE LACS,MILLE LACS,55.0
2009-MORRISON,MORRISON,69.0
2009-NICOLLET,NICOLLET,98.0
2009-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,88.0
2009-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,71.0
2009-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,75.0
2009-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,93.0
2009-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,71.0
2009-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,53.0
2009-OTTER TAIL,OTTER TAIL,65.0
2009-PENNINGTON,PENNINGTON,60.0
2009-PINE,PINE,53.0
2009-POLK,POLK,78.0
2009-RENVILLE,RENVILLE,92.0
2009-RICE,RICE,80.0
2009-ROCK,ROCK,98.0
2009-ROSEAU,ROSEAU,59.0
2009-SHERBURNE,SHERBURNE,36.0
2009-SIBLEY,SIBLEY,83.0
2009-STEARNS,STEARNS,73.0
2009-STEELE,STEELE,87.0
2009-TODD,TODD,69.0
2009-WADENA,WADENA,67.0
2009-WASECA,WASECA,86.0
2009-WASHINGTON,WASHINGTON,55.0
2010-AITKIN,AITKIN,61.3
2010-BECKER,BECKER,45.3
2010-BELTRAMI,BELTRAMI,57.3
2010-BENTON,BENTON,68.7
2010-BROWN,BROWN,81.1
2010-CARLTON,CARLTON,45.4
2010-CARVER,CARVER,73.6
2010-CASS,CASS,42.3
2010-CHIPPEWA,CHIPPEWA,83.7
2010-CHISAGO,CHISAGO,52.4
2010-CLAY,CLAY,89.4
2010-CLEARWATER,CLEARWATER,66.3
2010-CROW WING,CROW WING,49.8
2010-DOUGLAS,DOUGLAS,73.0
2010-FARIBAULT,FARIBAULT,84.0
2010-HUBBARD,HUBBARD,47.1
2010-ISANTI,ISANTI,48.9
2010-ITASCA,ITASCA,71.0
2010-KANABEC,KANABEC,63.9
2010-KITTSON,KITTSON,57.7
2010-KOOCHICHING,KOOCHICHING,58.3
2010-LAKE OF THE WOODS,LAKE OF THE WOODS,63.7
2010-LE SUEUR,LE SUEUR,68.8
2010-LINCOLN,LINCOLN,76.5
2010-MAHNOMEN,MAHNOMEN,80.6
2010-MARSHALL,MARSHALL,65.4
2010-MARTIN,MARTIN,85.1
2010-MCLEOD,MCLEOD,78.6
2010-MEEKER,MEEKER,90.3
2010-MILLE LACS,MILLE LACS,64.0
2010-MORRISON,MORRISON,66.1
2010-MURRAY,MURRAY,101.0
2010-NOBLES,NOBLES,104.9
2010-NORMAN,NORMAN,82.9
2010-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,76.0
2010-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,86.6
2010-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,85.2
2010-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,74.9
2010-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,73.9
2010-OTTER TAIL,OTTER TAIL,52.4
2010-PENNINGTON,PENNINGTON,56.1
2010-PINE,PINE,64.3
2010-PIPESTONE,PIPESTONE,91.0
2010-POLK,POLK,69.4
2010-POPE,POPE,70.9
2010-RED LAKE,RED LAKE,67.1
2010-REDWOOD,REDWOOD,91.8
2010-RICE,RICE,77.2
2010-ROCK,ROCK,99.0
2010-ROSEAU,ROSEAU,65.3
2010-SCOTT,SCOTT,74.8
2010-SHERBURNE,SHERBURNE,41.0
2010-SIBLEY,SIBLEY,74.5
2010-ST. LOUIS,ST. LOUIS,46.0
2010-STEARNS,STEARNS,79.0
2010-STEELE,STEELE,75.1
2010-SWIFT,SWIFT,82.9
2010-TODD,TODD,65.4
2010-WADENA,WADENA,59.3
2010-WASECA,WASECA,82.1
2010-WASHINGTON,WASHINGTON,60.8
2010-WRIGHT,WRIGHT,72.4
2011-AITKIN,AITKIN,34.8
2011-BECKER,BECKER,47.8
2011-BELTRAMI,BELTRAMI,48.9
2011-BENTON,BENTON,35.2
2011-BLUE EARTH,BLUE EARTH,68.3
2011-BROWN,BROWN,74.0
2011-CARLTON,CARLTON,35.6
2011-CARVER,CARVER,51.6
2011-CASS,CASS,35.8
2011-CLAY,CLAY,73.0
2011-CLEARWATER,CLEARWATER,64.5
2011-CROW WING,CROW WING,46.8
2011-DOUGLAS,DOUGLAS,42.1
2011-FARIBAULT,FARIBAULT,72.4
2011-HUBBARD,HUBBARD,38.5
2011-ITASCA,ITASCA,48.6
2011-KANABEC,KANABEC,49.0
2011-KANDIYOHI,KANDIYOHI,48.2
2011-KITTSON,KITTSON,53.2
2011-KOOCHICHING,KOOCHICHING,34.3
2011-LAC QUI PARLE,LAC QUI PARLE,66.7
2011-LAKE OF THE WOODS,LAKE OF THE WOODS,53.7
2011-LE SUEUR,LE SUEUR,58.8
2011-LINCOLN,LINCOLN,67.0
2011-MARSHALL,MARSHALL,50.5
2011-MARTIN,MARTIN,76.8
2011-MCLEOD,MCLEOD,45.7
2011-MEEKER,MEEKER,35.8
2011-MORRISON,MORRISON,46.6
2011-MURRAY,MURRAY,74.7
2011-NICOLLET,NICOLLET,68.9
2011-NOBLES,NOBLES,79.3
2011-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,40.0
2011-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,67.1
2011-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,58.9
2011-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,44.3
2011-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,53.8
2011-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,48.6
2011-OTTER TAIL,OTTER TAIL,56.1
2011-PENNINGTON,PENNINGTON,57.9
2011-PINE,PINE,39.8
2011-POLK,POLK,52.6
2011-POPE,POPE,66.7
2011-REDWOOD,REDWOOD,63.5
2011-SCOTT,SCOTT,53.4
2011-SIBLEY,SIBLEY,57.8
2011-ST. LOUIS,ST. LOUIS,35.0
2011-STEARNS,STEARNS,41.5
2011-SWIFT,SWIFT,62.2
2011-TODD,TODD,38.3
2011-WADENA,WADENA,49.0
2011-WASECA,WASECA,68.4
2011-WASHINGTON,WASHINGTON,47.0
2011-WATONWAN,WATONWAN,56.3
2011-WRIGHT,WRIGHT,40.0
2012-AITKIN,AITKIN,36.7
2012-BECKER,BECKER,42.6
2012-BELTRAMI,BELTRAMI,46.6
2012-BENTON,BENTON,55.1
2012-CARLTON,CARLTON,42.7
2012-CARVER,CARVER,63.0
2012-CASS,CASS,49.7
2012-CHISAGO,CHISAGO,54.7
2012-CLEARWATER,CLEARWATER,58.9
2012-CROW WING,CROW WING,47.6
2012-DOUGLAS,DOUGLAS,70.3
2012-FARIBAULT,FARIBAULT,66.0
2012-HENNEPIN,HENNEPIN,60.0
2012-HUBBARD,HUBBARD,39.8
2012-ISANTI,ISANTI,34.3
2012-ITASCA,ITASCA,56.8
2012-KANABEC,KANABEC,58.0
2012-KANDIYOHI,KANDIYOHI,65.3
2012-KITTSON,KITTSON,74.6
2012-KOOCHICHING,KOOCHICHING,44.6
2012-LAKE OF THE WOODS,LAKE OF THE WOODS,49.6
2012-LE SUEUR,LE SUEUR,53.9
2012-LINCOLN,LINCOLN,88.3
2012-MAHNOMEN,MAHNOMEN,73.2
2012-MARTIN,MARTIN,74.8
2012-MCLEOD,MCLEOD,63.0
2012-MORRISON,MORRISON,59.4
2012-MURRAY,MURRAY,70.0
2012-NICOLLET,NICOLLET,54.4
2012-NOBLES,NOBLES,72.6
2012-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,57.3
2012-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,62.0
2012-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,70.9
2012-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,62.7
2012-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,71.1
2012-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,64.2
2012-OTTER TAIL,OTTER TAIL,53.1
2012-PENNINGTON,PENNINGTON,59.5
2012-PINE,PINE,54.9
2012-RENVILLE,RENVILLE,71.8
2012-ROCK,ROCK,83.8
2012-SCOTT,SCOTT,65.0
2012-ST. LOUIS,ST. LOUIS,52.5
2012-STEARNS,STEARNS,64.1
2012-SWIFT,SWIFT,53.8
2012-TODD,TODD,58.4
2012-WADENA,WADENA,43.0
2012-WASHINGTON,WASHINGTON,46.7
2013-AITKIN,AITKIN,64.2
2013-BECKER,BECKER,35.3
2013-BELTRAMI,BELTRAMI,52.7
2013-BENTON,BENTON,52.1
2013-BROWN,BROWN,73.9
2013-CARVER,CARVER,53.9
2013-CASS,CASS,33.7
2013-CHISAGO,CHISAGO,60.5
2013-CLAY,CLAY,65.6
2013-CLEARWATER,CLEARWATER,61.4
2013-CROW WING,CROW WING,35.9
2013-DOUGLAS,DOUGLAS,50.0
2013-FARIBAULT,FARIBAULT,49.8
2013-FREEBORN,FREEBORN,57.4
2013-HENNEPIN,HENNEPIN,62.8
2013-HUBBARD,HUBBARD,31.9
2013-ISANTI,ISANTI,47.5
2013-ITASCA,ITASCA,47.7
2013-KANABEC,KANABEC,55.5
2013-KANDIYOHI,KANDIYOHI,70.9
2013-LAC QUI PARLE,LAC QUI PARLE,82.3
2013-LE SUEUR,LE SUEUR,41.2
2013-MARTIN,MARTIN,67.7
2013-MEEKER,MEEKER,64.5
2013-MILLE LACS,MILLE LACS,41.3
2013-MORRISON,MORRISON,33.4
2013-MURRAY,MURRAY,90.1
2013-NICOLLET,NICOLLET,62.9
2013-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,61.7
2013-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,62.3
2013-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,71.7
2013-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,65.2
2013-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,89.6
2013-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,53.5
2013-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,49.5
2013-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,53.8
2013-OTTER TAIL,OTTER TAIL,44.9
2013-PENNINGTON,PENNINGTON,58.3
2013-PINE,PINE,48.6
2013-POPE,POPE,54.2
2013-REDWOOD,REDWOOD,99.3
2013-RICE,RICE,44.1
2013-ROCK,ROCK,98.5
2013-SCOTT,SCOTT,58.8
2013-STEARNS,STEARNS,52.2
2013-STEELE,STEELE,52.9
2013-SWIFT,SWIFT,56.4
2013-TODD,TODD,43.9
2013-WADENA,WADENA,41.8
2013-WASECA,WASECA,61.3
2013-WASHINGTON,WASHINGTON,47.7
2013-WRIGHT,WRIGHT,49.4
2014-AITKIN,AITKIN,35.8
2014-BECKER,BECKER,59.5
2014-BELTRAMI,BELTRAMI,55.4
2014-BENTON,BENTON,51.9
2014-BLUE EARTH,BLUE EARTH,42.4
2014-BROWN,BROWN,81.0
2014-CARVER,CARVER,40.0
2014-CLAY,CLAY,74.3
2014-CLEARWATER,CLEARWATER,88.6
2014-FREEBORN,FREEBORN,50.4
2014-HENNEPIN,HENNEPIN,34.3
2014-HUBBARD,HUBBARD,43.6
2014-ITASCA,ITASCA,63.1
2014-JACKSON,JACKSON,52.4
2014-KANABEC,KANABEC,45.7
2014-KANDIYOHI,KANDIYOHI,73.5
2014-LE SUEUR,LE SUEUR,67.8
2014-LINCOLN,LINCOLN,87.2
2014-LYON,LYON,81.6
2014-MAHNOMEN,MAHNOMEN,86.5
2014-MARTIN,MARTIN,39.0
2014-MCLEOD,MCLEOD,51.9
2014-MEEKER,MEEKER,80.5
2014-MILLE LACS,MILLE LACS,40.9
2014-MORRISON,MORRISON,58.5
2014-MURRAY,MURRAY,75.1
2014-NICOLLET,NICOLLET,61.1
2014-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,46.4
2014-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,76.2
2014-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,48.9
2014-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,42.6
2014-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,64.1
2014-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,63.9
2014-OTTER TAIL,OTTER TAIL,56.6
2014-PINE,PINE,43.4
2014-POPE,POPE,59.3
2014-RENVILLE,RENVILLE,73.1
2014-ROCK,ROCK,104.2
2014-ROSEAU,ROSEAU,90.5
2014-SCOTT,SCOTT,55.8
2014-SHERBURNE,SHERBURNE,59.1
2014-SIBLEY,SIBLEY,90.3
